Częstotliwość (Hz)	Poziom (dB)
2818,157959	-73,130890
2820,849609	-73,174179
2823,541260	-72,516983
2826,232910	-72,460556
2828,924561	-72,045189
2831,616211	-71,055710
2834,307861	-70,963593
2836,999512	-71,334053
2839,691162	-70,712395
2842,382813	-71,566513
2845,074463	-70,162056
2847,766113	-72,068901
2850,457764	-70,489403
2853,149414	-73,851372
2855,841064	-71,549026
2858,532715	-71,640434
2861,224365	-71,405365
2863,916016	-73,259575
2866,607666	-72,581329
2869,299316	-72,337105
2871,990967	-71,189201
2874,682617	-71,182266
2877,374268	-72,266098
2880,065918	-71,650352
2882,757568	-71,264061
2885,449219	-68,726959
2888,140869	-70,299896
2890,832520	-69,784248
2893,524170	-70,974632
2896,215820	-68,498924
2898,907471	-70,936142
2901,599121	-70,165421
2904,290771	-72,379761
2906,982422	-70,604225
2909,674072	-71,705620
2912,365723	-72,090714
2915,057373	-72,183090
2917,749023	-72,836800
2920,440674	-74,040024
2923,132324	-75,120186
2925,823975	-76,321213
2928,515625	-77,638603
2931,207275	-78,472466
2933,898926	-79,223953
2936,590576	-80,632706
2939,282227	-80,530899
2941,973877	-79,018700
2944,665527	-76,884972
2947,357178	-77,575249
2950,048828	-76,802826
2952,740479	-77,093040
2955,432129	-76,228294
2958,123779	-74,872856
2960,815430	-73,433266
2963,507080	-72,909767
2966,198730	-73,069885
2968,890381	-72,672432
2971,582031	-72,429680
2974,273682	-73,081917
2976,965332	-72,773048
2979,656982	-72,742836
2982,348633	-72,912315
2985,040283	-75,063583
2987,731934	-75,340889
2990,423584	-75,634918
2993,115234	-75,294754
2995,806885	-76,735321
2998,498535	-76,880234
3001,190186	-77,203697
3003,881836	-76,652206
3006,573486	-77,745758
3009,265137	-78,490601
3011,956787	-77,812271
3014,648438	-77,045761
3017,340088	-76,603424
3020,031738	-77,859184
3022,723389	-77,417366
3025,415039	-78,699097
3028,106689	-78,073074
3030,798340	-78,865089
3033,489990	-79,758095
3036,181641	-80,559959
3038,873291	-79,860329
3041,564941	-80,330566
3044,256592	-80,812828
3046,948242	-80,652031
3049,639893	-79,882813
3052,331543	-80,060410
3055,023193	-79,447510
3057,714844	-79,345169
3060,406494	-79,882271
3063,098145	-79,879898
3065,789795	-79,771568
3068,481445	-80,098412
3071,173096	-80,844269
3073,864746	-81,362267
3076,556396	-82,142227
3079,248047	-82,736435
3081,939697	-82,124268
3084,631348	-82,965523
3087,322998	-82,678886
3090,014648	-81,883354
3092,706299	-82,348579
3095,397949	-83,048492
3098,089600	-83,362305
3100,781250	-84,041222
