Częstotliwość (Hz)	Poziom (dB)
2443,359375	-62,911369
2449,218750	-63,932526
2455,078125	-64,107376
2460,937500	-62,938576
2466,796875	-64,873878
2472,656250	-66,530502
2478,515625	-63,748131
2484,375000	-63,814442
2490,234375	-64,205414
2496,093750	-62,420853
2501,953125	-62,092091
2507,812500	-60,977211
2513,671875	-58,872231
2519,531250	-58,449051
2525,390625	-61,675632
2531,250000	-63,685486
2537,109375	-63,295250
2542,968750	-63,939339
2548,828125	-65,665611
2554,687500	-65,911507
2560,546875	-63,866043
2566,406250	-62,714176
2572,265625	-61,345776
2578,125000	-62,863659
2583,984375	-65,369896
2589,843750	-64,842552
2595,703125	-66,983124
2601,562500	-65,641960
2607,421875	-63,824711
2613,281250	-63,447441
2619,140625	-64,023193
2625,000000	-64,551331
2630,859375	-64,880379
2636,718750	-67,248322
2642,578125	-67,722054
2648,437500	-67,447678
2654,296875	-69,006371
2660,156250	-70,634315
2666,015625	-65,870163
2671,875000	-63,972382
2677,734375	-65,406525
2683,593750	-66,812889
2689,453125	-67,444618
2695,312500	-68,985413
2701,171875	-67,946777
2707,031250	-67,761887
2712,890625	-67,155495
2718,750000	-65,388092
2724,609375	-66,542313
2730,468750	-67,837883
2736,328125	-66,255333
2742,187500	-66,318954
2748,046875	-68,089035
2753,906250	-65,913689
2759,765625	-64,497650
2765,625000	-64,239784
2771,484375	-65,195847
2777,343750	-67,976501
2783,203125	-69,301193
2789,062500	-68,348869
2794,921875	-67,577667
2800,781250	-68,227066
2806,640625	-70,633621
2812,500000	-71,720139
2818,359375	-68,208412
2824,218750	-65,811752
2830,078125	-67,569016
2835,937500	-67,583817
2841,796875	-65,752510
2847,656250	-66,645615
2853,515625	-69,353416
2859,375000	-70,255844
2865,234375	-69,571999
2871,093750	-67,771362
2876,953125	-67,072365
2882,812500	-67,314224
2888,671875	-65,333130
2894,531250	-63,128883
2900,390625	-63,518597
2906,250000	-64,757874
2912,109375	-66,290337
2917,968750	-67,871864
2923,828125	-66,200493
2929,687500	-64,684067
2935,546875	-67,563087
2941,406250	-68,496376
2947,265625	-65,215530
2953,125000	-63,484909
2958,984375	-63,991436
2964,843750	-66,863022
2970,703125	-70,683052
2976,562500	-69,776917
2982,421875	-68,652702
2988,281250	-69,335716
2994,140625	-70,028603
3000,000000	-70,002563
3005,859375	-68,838264
3011,718750	-69,096367
3017,578125	-68,841171
3023,437500	-67,619499
3029,296875	-64,918198
3035,156250	-64,666313
3041,015625	-67,499481
3046,875000	-68,240364
3052,734375	-67,977402
3058,593750	-65,827316
3064,453125	-63,138611
3070,312500	-62,837322
3076,171875	-65,963959
3082,031250	-66,754005
3087,890625	-64,957870
3093,750000	-65,584824
3099,609375	-67,284615
3105,468750	-66,191902
3111,328125	-63,718376
3117,187500	-62,684372
3123,046875	-64,672791
3128,906250	-63,071568
3134,765625	-60,754128
3140,625000	-60,789726
3146,484375	-63,676113
3152,343750	-62,635559
3158,203125	-61,114159
3164,062500	-59,719608
3169,921875	-58,587093
3175,781250	-58,433788
3181,640625	-61,262947
3187,500000	-64,677025
3193,359375	-62,317024
3199,218750	-62,313301
3205,078125	-65,095604
3210,937500	-65,044998
3216,796875	-63,394867
3222,656250	-59,320877
3228,515625	-57,417862
3234,375000	-59,485619
3240,234375	-57,531090
3246,093750	-55,586342
3251,953125	-56,928143
3257,812500	-60,434395
3263,671875	-59,462093
3269,531250	-58,381092
3275,390625	-57,361771
3281,250000	-54,745438
3287,109375	-52,783127
3292,968750	-55,243805
3298,828125	-59,975449
3304,687500	-61,169807
3310,546875	-63,486645
3316,406250	-63,024044
3322,265625	-62,263405
3328,125000	-62,199387
3333,984375	-56,506855
3339,843750	-53,958649
3345,703125	-56,405441
3351,562500	-57,201832
3357,421875	-55,083569
3363,281250	-56,910248
3369,140625	-60,056820
3375,000000	-59,934238
3380,859375	-59,725170
3386,718750	-59,510220
3392,578125	-56,458622
3398,437500	-55,617371
3404,296875	-58,959682
3410,156250	-62,334633
3416,015625	-63,983810
3421,875000	-65,141670
